underlying_symbol,quote_date,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size_1545,bid_1545,ask_size_1545,ask_1545,underlying_bid_1545,underlying_ask_1545,implied_underlying_price_1545,active_underlying_price_1545,implied_volatility_1545,delta_1545,gamma_1545,theta_1545,vega_1545,rho_1545,bid_size_eod,bid_eod,ask_size_eod,ask_eod,underlying_bid_eod,underlying_ask_eod,vwap,open_interest,delivery_code,mid,T,r,q_quote,q_iv,F,m,m_0,bid_IV,mid_IV,ask_IV,bid_TIV,mid_TIV,ask_TIV
^SPX,2024-02-20,SPX,2026-12-18 09:00:00,200.0,C,0.0,0.0,0.0,0.0,0,5,4609.5,5,4676.3,4967.82,4969.27,0.0,4968.545,1.2368,1.0,0.0,0.0,1.0214,6.642,0,0.0,0,0.0,4975.2,4976.63,0.0,10,,4642.9,2.890954085930918,0.045899999999999996,0.013027001061024474,0.01275,5468.269304508674,-3.308400081090451,-0.09583512794860992,0.0001,1.2110416172564777,1.5071626988695117,2.8909540859309182e-08,4.239936281545709,6.566916112279783
^SPX,2024-02-20,SPX,2026-12-18 09:00:00,200.0,P,0.0,0.0,0.0,0.0,0,1,0.25,2,0.95,4967.82,4969.27,0.0,4968.545,0.6943,-0.0003,0.0,-0.0029,0.0964,-0.0596,1,0.25,2,0.95,4975.2,4976.63,0.0,2150,,0.6,2.890954085930918,0.045899999999999996,0.013027001061024474,0.01275,5468.269304508674,-3.308400081090451,-0.09583512794860992,0.6319027813198858,0.6836546600445094,0.7157074211957076,1.1543612189506436,1.3511848004466354,1.4808539740833964
^SPX,2024-02-20,SPX,2025-12-19 09:00:00,200.0,C,0.0,0.0,0.0,0.0,0,5,4664.8,102,4744.7,4967.82,4969.27,0.0,4968.545,1.3897,1.0,0.0,0.0,0.7193,4.0467,97,4638.5,97,4740.8,4975.2,4976.63,0.0,42,,4704.75,1.8714516773594276,0.049699999999999994,0.01358672441149181,0.014125000000000002,5310.595278395716,-3.2791418465639026,-0.06657689342206154,1.1569421947127163,1.6910604771193989,2.097984206300807,2.5049665946374104,5.351763295454336,8.237265167559007
^SPX,2024-02-20,SPX,2025-12-19 09:00:00,200.0,P,0.0,0.0,0.0,0.0,0,1,0.2,1,0.45,4967.82,4969.27,0.0,4968.545,0.8081,-0.0002,0.0,-0.0027,0.0493,-0.0229,1,0.2,1,0.45,4975.2,4976.63,0.0,1122,,0.325,1.8714516773594276,0.049699999999999994,0.01358672441149181,0.014125000000000002,5310.595278395716,-3.2791418465639026,-0.06657689342206154,0.7630177785500816,0.7948899999827381,0.818344529263387,1.0895519247583716,1.18247695207793,1.2532882978073643
^SPX,2024-02-20,SPX,2025-06-20 09:00:00,200.0,C,0.0,0.0,0.0,0.0,0,5,4690.9,5,4740.6,4967.82,4969.27,0.0,4968.545,1.3295,1.0,0.0,0.0,0.3434,3.1182,5,4680.0,97,4744.3,4975.2,4976.63,0.0,19,,4715.75,1.3583778865055192,0.04969999999999999,0.011585716099313016,0.012125,5228.728279916511,-3.263606002227286,-0.05104104908544482,0.0001,1.5054648204534786,1.8690140182494093,1.3583778865055193e-08,3.078660685364501,4.745103835965502
^SPX,2024-02-20,SPX,2025-06-20 09:00:00,200.0,P,0.0,0.0,0.0,0.0,0,82,0.05,2,0.15,4967.82,4969.27,0.0,4968.545,0.8585,-0.0001,0.0,-0.0014,0.017,-0.0059,82,0.05,2,0.15,4975.2,4976.63,0.0,8,,0.1,1.3583778865055192,0.04969999999999999,0.011585716099313016,0.012125,5228.728279916511,-3.263606002227286,-0.05104104908544482,0.8030627665498699,0.8436702185410558,0.8701420323596121,0.8760312206447858,0.9668654481773225,1.0284919541914936
^SPX,2024-02-20,SPX,2025-03-21 09:00:00,200.0,C,0.0,0.0,0.0,0.0,0,10,4703.5,10,4731.6,4967.82,4969.27,0.0,4968.545,1.5904,1.0,0.0,0.0,0.4107,2.2419,10,4698.1,10,4748.8,4975.2,4976.63,0.0,0,,4717.55,1.1051635776467283,0.04970000000000006,0.010820653441290042,0.010937500000000001,5186.016889635684,-3.2554038563203727,-0.042838903178531514,0.0001,0.0001,1.5916243877728853,1.1051635776467284e-08,1.1051635776467284e-08,2.799675737936859
^SPX,2024-02-20,SPX,2025-03-21 09:00:00,200.0,P,0.0,0.0,0.0,0.0,0,41,0.05,2,0.15,4967.82,4969.27,0.0,4968.545,0.9496,-0.0001,0.0,-0.0017,0.0152,-0.0048,41,0.05,2,0.15,4975.2,4976.63,0.0,0,,0.1,1.1051635776467283,0.04970000000000006,0.010820653441290042,0.010937500000000001,5186.016889635684,-3.2554038563203727,-0.042838903178531514,0.8876921287153634,0.9325397419930006,0.9617728084707633,0.8708659322449293,0.9610838113775042,1.0222839737583356
^SPX,2024-02-20,SPX,2025-02-21 09:00:00,200.0,C,0.0,0.0,0.0,0.0,0,10,4708.5,10,4736.5,4967.82,4969.27,0.0,4968.545,1.6363,1.0,0.0,0.0,0.3873,1.9589,10,4705.1,10,4751.9,4975.2,4976.63,0.0,0,,4722.5,1.0248512194068218,0.049700000000000015,0.009893606268248607,0.01025,5173.54128081701,-3.25299533374744,-0.04043038060559925,0.0001,0.0001,1.5969590194756391,1.0248512194068218e-08,1.0248512194068218e-08,2.613655630741752
^SPX,2024-02-20,SPX,2025-02-21 09:00:00,200.0,P,0.0,0.0,0.0,0.0,0,41,0.05,2,0.1,4967.82,4969.27,0.0,4968.545,0.9642,-0.0001,0.0,-0.0014,0.0117,-0.0035,41,0.05,2,0.1,4975.2,4976.63,0.0,76,,0.07500000000000001,1.0248512194068218,0.049700000000000015,0.009893606268248607,0.01025,5173.54128081701,-3.25299533374744,-0.04043038060559925,0.9209985421060594,0.9474526239981806,0.9675152618374658,0.8693180710259271,0.9199745812384786,0.9593486550377355
^SPX,2024-02-20,SPX,2025-01-17 09:00:00,200.0,C,0.0,0.0,0.0,0.0,0,10,4712.1,10,4741.8,4967.82,4969.27,0.0,4968.545,1.7229,1.0,0.0,0.0,0.3721,1.7786,10,4712.1,10,4753.9,4975.2,4976.63,0.0,27,,4726.950000000001,0.9296613418875423,0.053200000000000136,0.012500073638333045,0.0129375,5158.044477761603,-3.2499954429195888,-0.03743048977774743,0.0001,1.6219963534163755,1.963578008559599,9.296613418875424e-09,2.445820152357921,3.5844381507108207
^SPX,2024-02-20,SPX,2025-01-17 09:00:00,200.0,P,0.1,0.1,0.1,0.1,11,41,0.05,4,0.1,4967.82,4969.27,0.0,4968.545,1.0126,-0.0001,0.0,-0.0016,0.0111,-0.0032,41,0.05,4,0.1,4975.2,4976.63,0.1,113,,0.07500000000000001,0.9296613418875423,0.053200000000000136,0.012500073638333045,0.0129375,5158.044477761603,-3.2499954429195888,-0.03743048977774743,0.9661598781694003,0.9939130270472168,1.0149609763533858,0.8678062410068802,0.9183781401061513,0.9576867114471997
^SPX,2024-02-20,SPX,2024-12-20 09:00:00,200.0,C,0.0,0.0,0.0,0.0,0,10,4714.9,10,4740.1,4967.82,4969.27,0.0,4968.545,1.7424,1.0,0.0,0.0,0.3201,1.549,10,4714.7,10,4752.9,4975.2,4976.63,0.0,3388,,4727.5,0.8545495539282397,0.05320000000000006,0.01253142203938395,0.013437500000000002,5140.272364912673,-3.2465439797799127,-0.033979026638071674,0.0001,1.6422250570998311,1.9733429378003435,8.545495539282398e-09,2.30463737370789,3.327686335294606
^SPX,2024-02-20,SPX,2024-12-20 09:00:00,200.0,P,0.0,0.0,0.0,0.0,0,41,0.05,510,0.1,4967.82,4969.27,0.0,4968.545,1.0571,-0.0001,0.0,-0.0017,0.0106,-0.0029,41,0.05,698,0.1,4975.2,4976.63,0.0,7503,,0.07500000000000001,0.8545495539282397,0.05320000000000006,0.01253142203938395,0.013437500000000002,5140.272364912673,-3.2465439797799127,-0.033979026638071674,1.0065595573443895,1.0354674549520686,1.0573908356665849,0.865797256914403,0.9162419219189304,0.9554508166831244
^SPX,2024-02-20,SPX,2024-11-15 09:00:00,200.0,C,0.0,0.0,0.0,0.0,0,10,4724.9,88,4740.9,4967.82,4969.27,0.0,4968.545,1.6425,1.0,0.0,0.0,0.1844,1.4451,88,4732.8,10,4752.5,4975.2,4976.63,0.0,1,,4732.9,0.757915073553237,0.05320000000000006,0.012183641853861355,0.01275,5123.22798101065,-3.24322261786707,-0.030657664725228417,0.0001,1.6266809442685335,1.9172132848977315,7.57915073553237e-09,2.0055121748928695,2.785873574363419
^SPX,2024-02-20,SPX,2024-11-15 09:00:00,200.0,P,0.0,0.0,0.0,0.0,0,0,0.0,2,0.05,4967.82,4969.27,0.0,4968.545,1.0441,-0.0,0.0,-0.0007,0.0041,-0.001,0,0.0,2,0.05,4975.2,4976.63,0.0,114,,0.025,0.757915073553237,0.05320000000000006,0.012183641853861355,0.01275,5123.22798101065,-3.24322261786707,-0.030657664725228417,0.0001,1.02011611645292,1.067516891374816,7.57915073553237e-09,0.7887143858200893,0.8637141920089446
^SPX,2024-02-20,SPX,2024-10-18 09:00:00,200.0,C,0.0,0.0,0.0,0.0,0,10,4728.1,10,4744.5,4967.82,4969.27,0.0,4968.545,1.7782,1.0,0.0,0.0,0.1963,1.5042,20,4731.7,88,4752.9,4975.2,4976.63,0.0,2,,4736.3,0.6776027153133303,0.053200000000000164,0.011678644263976731,0.0124375,5107.692932719882,-3.240185733824801,-0.027620780682959676,0.0001,1.5950886165424414,1.9743628277990104,6.776027153133303e-09,1.724029802469334,2.641368955544535
^SPX,2024-02-20,SPX,2024-10-18 09:00:00,200.0,P,0.0,0.0,0.0,0.0,0,0,0.0,4,0.05,4967.82,4969.27,0.0,4968.545,1.1021,-0.0,0.0,-0.0008,0.0039,-0.0009,0,0.0,4,0.05,4975.2,4976.63,0.0,190,,0.025,0.6776027153133303,0.053200000000000164,0.011678644263976731,0.0124375,5107.692932719882,-3.240185733824801,-0.027620780682959676,0.0001,1.0777328996304094,1.1277983115166732,6.776027153133303e-09,0.7870411121747606,0.8618625654030547
